avatarThumbnail,cid,createTime,createTimeISO,diggCount,input,likedByAuthor,pinnedByAuthor,repliesToId,replyCommentTotal,submittedVideoUrl,text,uid,uniqueId,videoWebUrl
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/7335302867542081543~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=afddf894&x-expires=1749355200&x-signature=BYuhQfkkzqWSxj0JcxtmcBqypMc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.51185E+18,1748989687,2025-06-03T22:28:07.000Z,56511,https://vt.tiktok.com/ZSkSfYCn8/,FALSE,FALSE,,163,https://vt.tiktok.com/ZSkSfYCn8/,memang benar kata Al-Qur'an manusia itu perusak alam 😭,6.94656E+18,rianimily,https://www.tiktok.com/@yervant.jose/video/7509741898127461640
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/cbbed9d85b503fe297dd6e5fac55e8c3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=589bc6b1&x-expires=1749355200&x-signature=bA0ItM1jk5Pxjxn%2BK%2Fq2tc2OIHk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.51209E+18,1749044742,2025-06-04T13:45:42.000Z,1319,https://vt.tiktok.com/ZSkSfYCn8/,FALSE,FALSE,,10,https://vt.tiktok.com/ZSkSfYCn8/,"raja ampat gueee tolong selamatinnnn, wish list gue satu"" nya iniiii😭😭😭",6.99802E+18,ayezarf,https://www.tiktok.com/@yervant.jose/video/7509741898127461640
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/a4ee5ab9310f2e9a59919fb05fd6375f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8569ef51&x-expires=1749355200&x-signature=nQzygc4kjuj0UJf%2Fx9HqDqDZkH0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.51186E+18,1748991948,2025-06-03T23:05:48.000Z,15003,https://vt.tiktok.com/ZSkSfYCn8/,FALSE,FALSE,,34,https://vt.tiktok.com/ZSkSfYCn8/,"papua ni banyak mengalah, kasian.",7.23111E+18,blubbryyiess,https://www.tiktok.com/@yervant.jose/video/7509741898127461640
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/fa0115ec6a0ceaba39df3602e18e5117~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b03fab16&x-expires=1749355200&x-signature=tjxsrsgfs%2FOxppDxsfGxX9kuvWQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.51188E+18,1748996601,2025-06-04T00:23:21.000Z,9730,https://vt.tiktok.com/ZSkSfYCn8/,FALSE,FALSE,,16,https://vt.tiktok.com/ZSkSfYCn8/,"TEMPAT WISATA YANG HARUS DILESTARIKAN TIDAK PANTAS UNTUK DIBUAT TAMBANG NIKEL, #SAVERAJAAMPAT",7.07529E+18,nhuu_14,https://www.tiktok.com/@yervant.jose/video/7509741898127461640
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/34a37c0928dad2caedc86990670d051e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1f6c1c9f&x-expires=1749355200&x-signature=5Oc6zPOCDyQHogiOoA8OIM4f03U%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.51184E+18,1748985801,2025-06-03T21:23:21.000Z,392,https://vt.tiktok.com/ZSkSfYCn8/,FALSE,FALSE,,1,https://vt.tiktok.com/ZSkSfYCn8/,Semua Masyarakat Raja Ampat bisa mancing dan hidup dari hasil laut tetapi tidak semua Masyarakat Raja Ampat bisa bekerja di tambang nikel. #catat,6.64932E+18,chwiiee,https://www.tiktok.com/@yervant.jose/video/7509741898127461640
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/ed1188c908ecdc444a0fcdeac15602d3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b3a25fe8&x-expires=1749355200&x-signature=9QJ5%2FbZi65FluidNrOV%2FDQFQiKs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.51195E+18,1749013181,2025-06-04T04:59:41.000Z,479,https://vt.tiktok.com/ZSkSfYCn8/,FALSE,FALSE,,3,https://vt.tiktok.com/ZSkSfYCn8/,"banyak orang yg bermimpi menikmati keindahan Raja Ampat secara langsung, termasuk gw. jangan sampe dirusak! 🫵🏻 #saverajaampat",6.91636E+18,pranatabajanta_,https://www.tiktok.com/@yervant.jose/video/7509741898127461640
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/959e44e521a904be08581f82078b525d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6b461e08&x-expires=1749355200&x-signature=GZtzSfRmAMSxPeeAx4yfqfP%2FOqo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.51169E+18,1748950585,2025-06-03T11:36:25.000Z,2073,https://vt.tiktok.com/ZSkSfYCn8/,FALSE,FALSE,,5,https://vt.tiktok.com/ZSkSfYCn8/,Ga setuju bgt pliss kasiannn ikan ikan disana😭😭😭🙏🏻🙏🏻🙏🏻,6.98213E+18,akumasihhidup5,https://www.tiktok.com/@yervant.jose/video/7509741898127461640
https://p19-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/b8ab2841caebd2068dc27692f9437cf0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=534a14ea&x-expires=1749355200&x-signature=Hc9IEGzckMvt8bJ4vEYXCpfm3GI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.51183E+18,1748983905,2025-06-03T20:51:45.000Z,4722,https://vt.tiktok.com/ZSkSfYCn8/,FALSE,FALSE,,22,https://vt.tiktok.com/ZSkSfYCn8/,"okee, sekarang gw ngerti kenapa papua pengen Merdeka.",7.45702E+18,ombosayyyy,https://www.tiktok.com/@yervant.jose/video/7509741898127461640
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/a252cfb587bc072b13af40d6e45b723a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=38cc73ac&x-expires=1749355200&x-signature=KDzRCT785YcrapuPF9brym%2BpIQk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.51185E+18,1748988199,2025-06-03T22:03:19.000Z,12147,https://vt.tiktok.com/ZSkSfYCn8/,FALSE,FALSE,,218,https://vt.tiktok.com/ZSkSfYCn8/,gak ada yang taq admin Gerindra lagi? belum ada setahun lo udah gak fungsi dia?🤣,7.08461E+18,gondezst,https://www.tiktok.com/@yervant.jose/video/7509741898127461640
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/2b754c90b215a4f566338f907e1c1688~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=73346abc&x-expires=1749355200&x-signature=PSIcJYYrY2XhncK2xV7kROrLWBs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.51183E+18,1748984647,2025-06-03T21:04:07.000Z,3345,https://vt.tiktok.com/ZSkSfYCn8/,FALSE,FALSE,,55,https://vt.tiktok.com/ZSkSfYCn8/,"miris di daerah bagian barat di majukan, sedangkan di timur di eksploitasi apakah ini yg di namakan keadilan?",7.01996E+18,joseabaesyass,https://www.tiktok.com/@yervant.jose/video/7509741898127461640
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/7239190027321180165~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e003540a&x-expires=1749355200&x-signature=rBFmUFGih6J5ZhIK9UkAzGop69g%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.51184E+18,1748985749,2025-06-03T21:22:29.000Z,165,https://vt.tiktok.com/ZSkSfYCn8/,FALSE,FALSE,,8,https://vt.tiktok.com/ZSkSfYCn8/,"aku cinta raja ampat, indah banget Tuhan, tapi kenapa harus dirusak oleh tambang nikel.",7.23919E+18,febrihendi67,https://www.tiktok.com/@yervant.jose/video/7509741898127461640
https://p19-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/092dbb3cb80deca44ed94529efbeb64b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2b450378&x-expires=1749355200&x-signature=ncRGTMNGKJheOjG8caxEYdhP%2F1w%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.51187E+18,1748994461,2025-06-03T23:47:41.000Z,7252,https://vt.tiktok.com/ZSkSfYCn8/,FALSE,FALSE,,15,https://vt.tiktok.com/ZSkSfYCn8/,kondisi tambang raja ampat sekarang pencarianku 😇,7.01959E+18,dzudzakk,https://www.tiktok.com/@yervant.jose/video/7509741898127461640
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/03c7e34117bc2de31ba15101a68e2f11~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a7ebe24f&x-expires=1749355200&x-signature=xjpdSgnw6zSMEpdLWalh0u38iPs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.51186E+18,1748990957,2025-06-03T22:49:17.000Z,1455,https://vt.tiktok.com/ZSkSfYCn8/,FALSE,FALSE,,19,https://vt.tiktok.com/ZSkSfYCn8/,lagian urgensinya apa sampai alam seindah ini dijadikan tempat tambang?,7.38882E+18,teh.celup223,https://www.tiktok.com/@yervant.jose/video/7509741898127461640
https://p16-common-sign-va.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9fb106bb&x-expires=1749355200&x-signature=9bsoeSJje4qnwXT3q4tvzBvDKy0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.51184E+18,1748985691,2025-06-03T21:21:31.000Z,994,https://vt.tiktok.com/ZSkSfYCn8/,FALSE,FALSE,,17,https://vt.tiktok.com/ZSkSfYCn8/,ayo Papua jngan diam 😭,7.47014E+18,cuka.asli,https://www.tiktok.com/@yervant.jose/video/7509741898127461640
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/00c64e0c58533cb2841e430e62961f66~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c83c60ed&x-expires=1749355200&x-signature=X6lqqD4fui%2BvGOq%2FSv2nsvstZKA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.51187E+18,1748993522,2025-06-03T23:32:02.000Z,228,https://vt.tiktok.com/ZSkSfYCn8/,FALSE,FALSE,,4,https://vt.tiktok.com/ZSkSfYCn8/,"ini masalah besar, bukan hal sepele. Papua udah bantu jaga paru paru dunia. masa kita tidak bantu mereka juga? setiap oksigen yang kita hirup, Papua lah yang menyumbang paling banyak",7.41328E+18,lockithesky,https://www.tiktok.com/@yervant.jose/video/7509741898127461640
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/d575f3ed06443033012f406854b168a9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3fa546f5&x-expires=1749355200&x-signature=9sgCnUJugnwXlp8uMzwnjBOdpCE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.5119E+18,1749001310,2025-06-04T01:41:50.000Z,1150,https://vt.tiktok.com/ZSkSfYCn8/,FALSE,FALSE,,12,https://vt.tiktok.com/ZSkSfYCn8/,tau kan kenapa Aceh Papua udah muak sama indonesia?,6.88537E+18,meliodassama666,https://www.tiktok.com/@yervant.jose/video/7509741898127461640
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/9270331f784d492b0f761604109c2fca~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=32908a43&x-expires=1749355200&x-signature=7VwGh8RVO7KhflqrswzG5NztxVY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.5117E+18,1748954876,2025-06-03T12:47:56.000Z,394,https://vt.tiktok.com/ZSkSfYCn8/,FALSE,FALSE,,8,https://vt.tiktok.com/ZSkSfYCn8/,Gimana sih hukum di Indonesia ini,7.43061E+18,mizu3664,https://www.tiktok.com/@yervant.jose/video/7509741898127461640
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/19f190f1db97de7415434cd1ee0cd81d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=40ddb8ab&x-expires=1749355200&x-signature=0i%2F%2B7YZZjh9EQr3CGvjKBK5%2FseQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.51184E+18,1748985579,2025-06-03T21:19:39.000Z,7053,https://vt.tiktok.com/ZSkSfYCn8/,FALSE,FALSE,,74,https://vt.tiktok.com/ZSkSfYCn8/,KKB ga seburuk itu ternyata🥹,7.41745E+18,ca5apint0,https://www.tiktok.com/@yervant.jose/video/7509741898127461640
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/30aab2ec7c0c0a1093d331b52faec487~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=55c02e25&x-expires=1749355200&x-signature=CHu8mtK7yUNf266DYpOmG0XvxPw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.51197E+18,1749016589,2025-06-04T05:56:29.000Z,8,https://vt.tiktok.com/ZSkSfYCn8/,FALSE,FALSE,,0,https://vt.tiktok.com/ZSkSfYCn8/,"lah jangan gitu, gua belum kesana woi🥺
#saverajaampat",7.35205E+18,mil0.233,https://www.tiktok.com/@yervant.jose/video/7509741898127461640
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/9844894c0d4eb375b351592bfe0d458e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f2f88f2a&x-expires=1749355200&x-signature=aT3Poe7htzaeEP4o4T8OuQa1jG0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.51187E+18,1748993734,2025-06-03T23:35:34.000Z,2571,https://vt.tiktok.com/ZSkSfYCn8/,FALSE,FALSE,,140,https://vt.tiktok.com/ZSkSfYCn8/,mana manusia2 yang bilang OPM dan KKB teroris? ngerti kan sekarang apa yang mereka perjuangkan?,7.10684E+18,dewipadi_06,https://www.tiktok.com/@yervant.jose/video/7509741898127461640
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/d2b43fe0bac2052e734fe005b804882e~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=8fd6f534&x-expires=1749355200&x-signature=St5l%2BMXs3Yjt5hgAC3iPLzFPRX8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7.51171E+18,1748956384,2025-06-03T13:13:04.000Z,129,https://vt.tiktok.com/ZSkSfYCn8/,FALSE,FALSE,,3,https://vt.tiktok.com/ZSkSfYCn8/,"gua belum kesana pengen ngerasain keindahan alam timur
#saverajaampat",7.00807E+18,sempakk.25,https://www.tiktok.com/@yervant.jose/video/7509741898127461640
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/d9735ab4c240879a7055babb3c1a018f~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=d0e296a4&x-expires=1749355200&x-signature=25uWVHRKow5nkLICICGoQUqUNfY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7.51189E+18,1748999035,2025-06-04T01:03:55.000Z,984,https://vt.tiktok.com/ZSkSfYCn8/,FALSE,FALSE,,105,https://vt.tiktok.com/ZSkSfYCn8/,Kirain Prabowo lebih baik dari Jokowi 🗿,6.8662E+18,iambon__,https://www.tiktok.com/@yervant.jose/video/7509741898127461640
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/9ee8ba01fd12bff63660cbcc041f0780~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=3bbd695b&x-expires=1749355200&x-signature=P4rnfuuj6DofNBh1cdVLr7fGiss%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7.51185E+18,1748989386,2025-06-03T22:23:06.000Z,526,https://vt.tiktok.com/ZSkSfYCn8/,FALSE,FALSE,,75,https://vt.tiktok.com/ZSkSfYCn8/,yg di keyangin jawa yg di keruk hasilnya bagian timur mulu,6.55227E+18,mizyan_haziq_athaillah,https://www.tiktok.com/@yervant.jose/video/7509741898127461640
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/66e09498a4d1815dff8a6d7b2a223f44~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=e1b1a507&x-expires=1749355200&x-signature=FxcYreNKIaD0X6UgK1alKGFr%2FGM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7.51185E+18,1748988726,2025-06-03T22:12:06.000Z,144,https://vt.tiktok.com/ZSkSfYCn8/,FALSE,FALSE,,37,https://vt.tiktok.com/ZSkSfYCn8/,info katanya ini tambang milik China Nikel setelah Sulawesi Morowali dan Maluku Halmahera habis dikeruk alamnya sekarang mereka mulai merambah ke Papua tepatnya di pulau Kawe kecamatan selpele Papua Barat,6.9302E+18,agung_farhanfaizz,https://www.tiktok.com/@yervant.jose/video/7509741898127461640
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6b70675d1965de7357829c72e2aec876~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=8475c596&x-expires=1749355200&x-signature=tcHiBtYEmFKz5xjdbo%2FzzHKoDyE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7.5119E+18,1748999885,2025-06-04T01:18:05.000Z,16,https://vt.tiktok.com/ZSkSfYCn8/,FALSE,FALSE,,4,https://vt.tiktok.com/ZSkSfYCn8/,"mentri pariwisata, mentri lingkungan hidup,, atau mentri2 lain yg bersangkutan,, ga bisa ngomong gitu,,,, 🤔🤔
#saverajaampat
#saevpapua
#saveindonesia",7.0449E+18,mama_habil87,https://www.tiktok.com/@yervant.jose/video/7509741898127461640
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/85e4bb305642124bb34b1d873fc80555~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=446be5c5&x-expires=1749355200&x-signature=yC6BAWMi6aKJBn11%2BezqsHb%2FpnQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7.51187E+18,1748992861,2025-06-03T23:21:01.000Z,53,https://vt.tiktok.com/ZSkSfYCn8/,FALSE,FALSE,,0,https://vt.tiktok.com/ZSkSfYCn8/,"Ketika pohon terakhir ditebang,
Ketika sungai terakhir dikosongkan,
Ketika ikan terakhir ditangkap,
Barulah manusia akan menyadari bahwa dia tidak dapat memakan uang.",6.95597E+18,zuhdi119,https://www.tiktok.com/@yervant.jose/video/7509741898127461640
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/5d3c4a8567b255d74863f73dc383c3fb~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=fbfb2ec2&x-expires=1749355200&x-signature=7yw3c8ixAnVTM8F8il1u81rUGtw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7.51185E+18,1748990477,2025-06-03T22:41:17.000Z,677,https://vt.tiktok.com/ZSkSfYCn8/,FALSE,FALSE,,2,https://vt.tiktok.com/ZSkSfYCn8/,bisnis jangka panjang di rusak demi uang yang instan 🥺,6.91303E+18,xtr_tmo26,https://www.tiktok.com/@yervant.jose/video/7509741898127461640
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/9c035f551d83e3d5d116bee15d3e0951~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=830f9772&x-expires=1749355200&x-signature=YlPEMhee4d0yvuwwQRsKTBt%2BX44%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,7.51191E+18,1749001766,2025-06-04T01:49:26.000Z,27,https://vt.tiktok.com/ZSkSfYCn8/,FALSE,FALSE,,3,https://vt.tiktok.com/ZSkSfYCn8/,"Lihat lah wahai saudara"" ku
kita sekaya ini tapi kenyataan nya kekayaan alam kita dikeruk sama mereka dan kita hanya seperti seorang anak kecil yang hanya di kasih permen untuk menyenangkan hati kecil kita ini 😢",7.31726E+18,john.ric98,https://www.tiktok.com/@yervant.jose/video/7509741898127461640
